fetched_at,SETTLEMENTDATE,REGIONID,PRICE,PRICE_STATUS,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,SCHEDULEDGENERATION,SEMISCHEDULEDGENERATION,NETINTERCHANGE
2026-08-21T05:59:14.454Z,2026-08-21T16:00:00,TAS1,30.22,,,,1055.06,1011.63046,337.42954,294
2026-08-21T05:59:14.454Z,2026-08-21T16:00:00,VIC1,39.33701,,,,5876.68,4485.59151,1678.34849,320.63
2026-08-21T06:04:14.478Z,2026-08-21T16:05:00,NSW1,42.49141,,,,7930.6,5506.47588,1682.50412,-729.47
2026-08-21T06:04:14.478Z,2026-08-21T16:05:00,QLD1,39.74994,,,,5754.02,4212.88339,1974.77661,440.67
2026-08-21T06:04:14.478Z,2026-08-21T16:05:00,SA1,87.44,,,,1140.26,346.73537,521.22463,-264.92
2026-08-21T06:04:14.478Z,2026-08-21T16:05:00,TAS1,36.18943,,,,1093.88,1037.86237,337.53763,281.52
2026-08-21T06:04:14.478Z,2026-08-21T16:05:00,VIC1,39.09059,,,,5948.46,4611.75311,1635.46689,331.28
2026-08-21T06:09:14.583Z,2026-08-21T16:10:00,NSW1,60.30517,,,,7982.17,5554.52938,1412.25062,-993.93
2026-08-21T06:09:14.583Z,2026-08-21T16:10:00,QLD1,54.73004,,,,5849.72,4409.3769,2031.3431,604.74
2026-08-21T06:09:14.583Z,2026-08-21T16:10:00,SA1,67.44,,,,1091.21,319.95319,529.66681,-237.31
2026-08-21T06:09:14.583Z,2026-08-21T16:10:00,TAS1,50.41739,,,,1085.04,1055.14504,325.15496,295.26
2026-08-21T06:09:14.583Z,2026-08-21T16:10:00,VIC1,54.63353,,,,5923.46,4612.25109,1681.93891,407.85
2026-08-21T06:14:14.460Z,2026-08-21T16:15:00,NSW1,66.72594,,,,8021.68,5644.30761,1356.59239,-998.12
2026-08-21T06:14:14.460Z,2026-08-21T16:15:00,QLD1,59.45304,,,,5889.51,4648.24578,1947.12422,726.09
2026-08-21T06:14:14.460Z,2026-08-21T16:15:00,SA1,87.44,,,,1135.73,359.66079,491.81921,-276.85
2026-08-21T06:14:14.460Z,2026-08-21T16:15:00,TAS1,56.93795,,,,1109.26,1062.86445,319.58555,273.18
2026-08-21T06:14:14.460Z,2026-08-21T16:15:00,VIC1,61.51,,,,5971.81,4628.03781,1669.75219,357.88
2026-08-21T06:19:14.507Z,2026-08-21T16:20:00,NSW1,70.94035,,,,8106.79,5707.92762,1332.02238,-1043.87
2026-08-21T06:19:14.507Z,2026-08-21T16:20:00,QLD1,63.55839,,,,6062.86,4874.15772,1882.10228,711.97
2026-08-21T06:19:14.507Z,2026-08-21T16:20:00,SA1,100.67,,,,1156.52,388.31213,468.37787,-292.3
2026-08-21T06:19:14.507Z,2026-08-21T16:20:00,TAS1,60.159,,,,1109.87,1068.89561,318.54439,277.57
2026-08-21T06:19:14.507Z,2026-08-21T16:20:00,VIC1,65,,,,6061.36,4834.67603,1622.40397,430.93
2026-08-21T06:24:14.487Z,2026-08-21T16:25:00,NSW1,69.29499,,,,8205.06,5776.61235,1257.63765,-1144.75
2026-08-21T06:24:14.487Z,2026-08-21T16:25:00,QLD1,62.7301,,,,6133.45,5018.18269,1740.64731,639.72
2026-08-21T06:24:14.487Z,2026-08-21T16:25:00,SA1,107,,,,1192.67,419.0523,503.5577,-262.4
2026-08-21T06:24:14.487Z,2026-08-21T16:25:00,TAS1,56.84094,,,,1118.09,1068.80141,334.73859,285.44
2026-08-21T06:24:14.487Z,2026-08-21T16:25:00,VIC1,61.61008,,,,6102.96,5018.5328,1614.4672,576.98
2026-08-21T06:29:14.502Z,2026-08-21T16:30:00,NSW1,72.34181,,,,8270.78,5839.32557,1210.71443,-1192.95
2026-08-21T06:29:14.502Z,2026-08-21T16:30:00,QLD1,64.74138,,,,6258.6,5260.29889,1724.98111,746.53
2026-08-21T06:29:14.502Z,2026-08-21T16:30:00,SA1,130.44,,,,1228.04,473.22729,493.87271,-253.13
2026-08-21T06:29:14.502Z,2026-08-21T16:30:00,TAS1,60.14764,,,,1119.42,1068.89889,329.67111,279.15
2026-08-21T06:29:14.502Z,2026-08-21T16:30:00,VIC1,65,,,,6189.31,5032.49358,1632.66642,517.92
2026-08-21T06:34:14.493Z,2026-08-21T16:35:00,NSW1,73.43905,,,,8375.84,5912.67993,1204.57007,-1230.42
2026-08-21T06:34:14.493Z,2026-08-21T16:35:00,QLD1,66.31309,,,,6456.2,5601.31432,1542.80568,704.45
2026-08-21T06:34:14.493Z,2026-08-21T16:35:00,SA1,101.02,,,,1247.14,508.21411,470.02589,-261.26
2026-08-21T06:34:14.493Z,2026-08-21T16:35:00,TAS1,59.95613,,,,1129.23,1100.00146,320.20854,290.98
2026-08-21T06:34:14.493Z,2026-08-21T16:35:00,VIC1,65,,,,6258.69,5222.23196,1585.04804,596.66
2026-08-21T06:39:14.500Z,2026-08-21T16:40:00,NSW1,75.66416,,,,8530.01,5930.32258,1242.43742,-1323.75
2026-08-21T06:39:14.500Z,2026-08-21T16:40:00,QLD1,69.21683,,,,6489.26,5764.97071,1314.71929,601.61
2026-08-21T06:39:14.500Z,2026-08-21T16:40:00,SA1,101.04,,,,1299.13,580.39713,441.88287,-268.98
2026-08-21T06:39:14.500Z,2026-08-21T16:40:00,TAS1,59.39973,,,,1152.04,1160.00348,324.72652,332.69
2026-08-21T06:39:14.500Z,2026-08-21T16:40:00,VIC1,65,,,,6249.72,5344.63809,1616.07191,778.89
2026-08-21T06:44:14.488Z,2026-08-21T16:45:00,NSW1,82.9,,,,8563.44,6069.37708,1200.53292,-1262.39
2026-08-21T06:44:14.488Z,2026-08-21T16:45:00,QLD1,77.41913,,,,6621.95,5813.76007,1294.20993,492.28
2026-08-21T06:44:14.488Z,2026-08-21T16:45:00,SA1,130.44,,,,1347.84,620.75763,448.43237,-270.65
2026-08-21T06:44:14.488Z,2026-08-21T16:45:00,TAS1,64.92985,,,,1154.09,1160.00424,315.03576,320.95
2026-08-21T06:44:14.488Z,2026-08-21T16:45:00,VIC1,70.83919,,,,6320.87,5408.18547,1677.89453,834.96
2026-08-21T06:49:14.512Z,2026-08-21T16:50:00,NSW1,76.14792,,,,8585.36,6302.8636,1042.1264,-1211.97
2026-08-21T06:49:14.512Z,2026-08-21T16:50:00,QLD1,71.68,,,,6751.35,6059.46072,1138.71928,451.31
2026-08-21T06:49:14.512Z,2026-08-21T16:50:00,SA1,130,,,,1372.17,662.88715,430.92285,-270.42
2026-08-21T06:49:14.512Z,2026-08-21T16:50:00,TAS1,60.20743,,,,1158.13,1164.00037,309.71963,315.58
2026-08-21T06:49:14.512Z,2026-08-21T16:50:00,VIC1,65.69718,,,,6396.36,5569.25167,1583.41833,823.3
2026-08-21T06:54:14.519Z,2026-08-21T16:55:00,NSW1,90.96255,,,,8784.21,6393.66241,890.02759,-1462.98
2026-08-21T06:54:14.519Z,2026-08-21T16:55:00,QLD1,81.89633,,,,6782.8,6457.63843,1034.98157,726.36
2026-08-21T06:54:14.519Z,2026-08-21T16:55:00,SA1,155.9,,,,1400.85,694.84931,420.27069,-277.76
2026-08-21T06:54:14.519Z,2026-08-21T16:55:00,TAS1,72.19447,,,,1174.54,1164.89881,314.65119,305.01
2026-08-21T06:54:14.519Z,2026-08-21T16:55:00,VIC1,78.54,,,,6504.77,5721.59161,1554.58839,836.94
2026-08-21T06:59:14.896Z,2026-08-21T17:00:00,NSW1,90.16015,,,,8761.49,6639.30623,785.72377,-1306.87
2026-08-21T06:59:14.896Z,2026-08-21T17:00:00,QLD1,83.38103,,,,6872.96,6541.01119,914.47881,591.9
2026-08-21T06:59:14.896Z,2026-08-21T17:00:00,SA1,155.9,,,,1402.99,698.88454,418.36546,-278.06
2026-08-21T06:59:14.896Z,2026-08-21T17:00:00,TAS1,72.18379,,,,1177,1180.79761,303.79239,307.59
2026-08-21T06:59:14.896Z,2026-08-21T17:00:00,VIC1,78.54,,,,6601.47,5756.83118,1576.70882,793.61
2026-08-21T07:04:14.888Z,2026-08-21T17:05:00,NSW1,72.18436,,,,8711.85,6998.70646,728.22354,-960.16
2026-08-21T07:04:14.888Z,2026-08-21T17:05:00,QLD1,71.68,,,,6932.63,6372.78249,714.07751,153.31
2026-08-21T07:04:14.888Z,2026-08-21T17:05:00,SA1,130.44,,,,1447.45,752.21064,413.40936,-274.09
2026-08-21T07:04:14.888Z,2026-08-21T17:05:00,TAS1,56.69747,,,,1179.36,1206.89964,302.50036,330.04
2026-08-21T07:04:14.888Z,2026-08-21T17:05:00,VIC1,62.08482,,,,6650.42,5779.90366,1652.99634,851.68
2026-08-21T07:09:15.673Z,2026-08-21T17:10:00,NSW1,73.01947,,,,8736.56,6828.81787,702.06213,-1172.56
2026-08-21T07:09:15.673Z,2026-08-21T17:10:00,QLD1,71.68,,,,6868.32,6468.67806,629.64194,229.55
2026-08-21T07:09:15.673Z,2026-08-21T17:10:00,SA1,101.04,,,,1498.66,801.78171,403.90829,-284.69
2026-08-21T07:09:15.673Z,2026-08-21T17:10:00,TAS1,55.99074,,,,1170.77,1206.90177,313.44823,349.58
2026-08-21T07:09:15.673Z,2026-08-21T17:10:00,VIC1,61.51,,,,6704.66,5963.09905,1660.63095,1004.14
2026-08-21T07:14:15.187Z,2026-08-21T17:15:00,NSW1,87.46986,,,,8840.37,6743.19932,733.05068,-1328.55
2026-08-21T07:14:15.187Z,2026-08-21T17:15:00,QLD1,83.73,,,,6951.42,6812.43802,509.41198,372.24
2026-08-21T07:14:15.187Z,2026-08-21T17:15:00,SA1,155.9,,,,1512.12,812.92688,415.83312,-275.01
2026-08-21T07:14:15.187Z,2026-08-21T17:15:00,TAS1,66.62986,,,,1168.96,1206.99601,315.87399,353.92
2026-08-21T07:14:15.187Z,2026-08-21T17:15:00,VIC1,73.21479,,,,6841.33,6161.62736,1602.84264,1009.84
2026-08-21T07:19:15.656Z,2026-08-21T17:20:00,NSW1,91.29078,,,,8911.01,6886.36384,682.85616,-1306.78
2026-08-21T07:19:15.656Z,2026-08-21T17:20:00,QLD1,87.75,,,,6896.03,6883.39278,374.24722,363.36
2026-08-21T07:19:15.656Z,2026-08-21T17:20:00,SA1,120.73,,,,1508.57,807.75813,465.53187,-227.29
2026-08-21T07:19:15.656Z,2026-08-21T17:20:00,TAS1,70.23065,,,,1174.6,1207.00001,303.59999,336
2026-08-21T07:19:15.656Z,2026-08-21T17:20:00,VIC1,76.92603,,,,6835.4,6211.02962,1503.83038,963.41
2026-08-21T13:03:16.523Z,2026-08-21T23:05:00,NSW1,90.49,,,,8203.86,6088.64079,452.69921,-1615.58
2026-08-21T13:03:16.523Z,2026-08-21T23:05:00,QLD1,78.94915,,,,6258.8,5726.5182,1365.4118,860.39
2026-08-21T13:03:16.523Z,2026-08-21T23:05:00,SA1,101.02,,,,1490.76,841.49648,562.70352,-76.74
2026-08-21T13:03:16.523Z,2026-08-21T23:05:00,TAS1,35.25961,,,,1004.66,700.89642,400.96358,97.21
2026-08-21T13:03:16.523Z,2026-08-21T23:05:00,VIC1,10.5,,,,5902.77,3588.64504,3132.87496,874.98
2026-08-22T01:44:33.204Z,2026-08-22T11:45:00,NSW1,32.63274,,,,6644.3,3010.89285,3885.21715,267.33
2026-08-22T01:44:33.204Z,2026-08-22T11:45:00,QLD1,69.75,,,,6643.27,3970.42766,2210.57234,-447.32
2026-08-22T01:44:33.204Z,2026-08-22T11:45:00,SA1,88.06,,,,1093.55,177.99713,372.07287,-532.6
2026-08-22T01:44:33.204Z,2026-08-22T11:45:00,TAS1,1.46639,,,,981.01,292.90308,339.96692,-348.14
2026-08-22T01:44:33.204Z,2026-08-22T11:45:00,VIC1,1.4,,,,5007.76,3118.00295,2991.83705,1124.19
2026-08-22T01:49:24.818Z,2026-08-22T11:50:00,NSW1,15.74897,,,,6743.93,2996.83387,3885.61613,158.88
2026-08-22T01:49:24.818Z,2026-08-22T11:50:00,QLD1,57.81,,,,6822.22,3994.77663,2341.87337,-469.32
2026-08-22T01:49:24.818Z,2026-08-22T11:50:00,SA1,88.06,,,,1011.25,122.99512,366.10488,-511.8
2026-08-22T01:49:24.818Z,2026-08-22T11:50:00,TAS1,5.27301,,,,973.74,292.89641,352.00359,-328.84
2026-08-22T01:49:24.818Z,2026-08-22T11:50:00,VIC1,5.05,,,,4881.55,3085.99651,2993.59349,1225.07
2026-08-22T01:54:17.178Z,2026-08-22T11:55:00,NSW1,27.88,,,,6832.73,2980.9645,3928.1955,95.17
2026-08-22T01:54:17.178Z,2026-08-22T11:55:00,QLD1,69.75,,,,6781.48,4002.12336,2340.43664,-425.24
2026-08-22T01:54:17.178Z,2026-08-22T11:55:00,SA1,88.06,,,,1023.52,147.00452,353.30548,-512.46
2026-08-22T01:54:17.178Z,2026-08-22T11:55:00,TAS1,5.257,,,,958.53,292.89939,354.15061,-311.48
2026-08-22T01:54:17.178Z,2026-08-22T11:55:00,VIC1,5.05,,,,4730.02,3030.00408,2897.21592,1224.76
2026-08-22T01:59:17.071Z,2026-08-22T12:00:00,NSW1,29.86164,,,,6805.65,2962.94492,3934.60508,112.62
2026-08-22T01:59:17.071Z,2026-08-22T12:00:00,QLD1,57.8,,,,6826.17,4010.93128,2342.13872,-457.66
2026-08-22T01:59:17.071Z,2026-08-22T12:00:00,SA1,68.05,,,,1049.77,128.00297,369.08703,-540.67
2026-08-22T01:59:17.071Z,2026-08-22T12:00:00,TAS1,6.66283,,,,959.51,292.90316,351.72684,-314.88
2026-08-22T01:59:17.071Z,2026-08-22T12:00:00,VIC1,6.4,,,,4594.55,3030.00096,2813.31904,1278.74
2026-08-22T02:04:17.248Z,2026-08-22T12:05:00,NSW1,5.37952,,,,6567.15,2948.22085,3911.74915,311.72
2026-08-22T02:04:17.248Z,2026-08-22T12:05:00,QLD1,57.55,,,,6843.51,4060.43149,2254.23851,-510.37
2026-08-22T02:04:17.248Z,2026-08-22T12:05:00,SA1,68.05,,,,1078.73,141.99684,393.79316,-531.25
2026-08-22T02:04:17.248Z,2026-08-22T12:05:00,TAS1,5.29051,,,,948.99,257.89524,347.56476,-343.52
2026-08-22T02:04:17.248Z,2026-08-22T12:05:00,VIC1,5.05,,,,4605.41,2928.56041,2799.32959,1146.07
2026-08-22T02:09:16.757Z,2026-08-22T12:10:00,NSW1,4.60272,,,,6716.14,2932.56634,4092.05366,318.35
2026-08-22T02:09:16.757Z,2026-08-22T12:10:00,QLD1,57.55,,,,6938.45,4105.81662,2446.46338,-375.18
2026-08-22T02:09:16.757Z,2026-08-22T12:10:00,SA1,88.06,,,,1011.32,102.99783,360.02217,-536.47
2026-08-22T02:09:16.757Z,2026-08-22T12:10:00,TAS1,4.63033,,,,944.43,257.89878,346.52122,-340.01
2026-08-22T02:09:16.757Z,2026-08-22T12:10:00,VIC1,4.42,,,,4691.88,2869.99707,2787.86293,984.25
2026-08-22T02:14:17.399Z,2026-08-22T12:15:00,NSW1,29.87928,,,,6789.32,2915.98993,4061.02007,202.93
2026-08-22T02:14:17.399Z,2026-08-22T12:15:00,QLD1,57.55,,,,6985.2,4133.4168,2417.1732,-421.43
2026-08-22T02:14:17.399Z,2026-08-22T12:15:00,SA1,88.06,,,,1005.3,103.00004,355.79996,-535.33
2026-08-22T02:14:17.399Z,2026-08-22T12:15:00,TAS1,5.68849,,,,953.88,257.89632,344.75368,-351.22
2026-08-22T02:14:17.399Z,2026-08-22T12:15:00,VIC1,5.43,,,,4570.65,2870.00287,2845.28713,1169.12
2026-08-22T08:44:16.041Z,2026-08-22T18:45:00,NSW1,106.02601,,,,8868.21,7337.67949,940.19051,-585.65
2026-08-22T08:44:16.041Z,2026-08-22T18:45:00,QLD1,104.83003,,,,7066.35,6956.00732,313.24268,201.97
2026-08-22T08:44:16.041Z,2026-08-22T18:45:00,SA1,172.95,,,,1603.29,1306.58514,103.57486,-186.71
2026-08-22T08:44:16.041Z,2026-08-22T18:45:00,TAS1,88.88086,,,,1247.68,1299.89702,344.38298,396.6
2026-08-22T08:44:16.041Z,2026-08-22T18:45:00,VIC1,98.56704,,,,6774.31,6385.00477,573.27523,223.68
2026-08-22T08:49:15.256Z,2026-08-22T18:50:00,NSW1,102.27271,,,,8776.18,7348.63072,917.76928,-505.73
2026-08-22T08:49:15.256Z,2026-08-22T18:50:00,QLD1,102.45,,,,7078.9,6861.26939,343.17061,124.44
2026-08-22T08:49:15.256Z,2026-08-22T18:50:00,SA1,155.9,,,,1649.09,1340.09609,102.86391,-196.61
2026-08-22T08:49:15.256Z,2026-08-22T18:50:00,TAS1,85.97673,,,,1238.96,1303.80022,334.42978,399.27
2026-08-22T08:49:15.256Z,2026-08-22T18:50:00,VIC1,95.3477,,,,6768.83,6386.00368,573.92632,233.46
2026-08-22T08:59:17.185Z,2026-08-22T19:00:00,NSW1,105.19,,,,8837.36,7360.2602,895.6098,-577.93
2026-08-22T08:59:17.185Z,2026-08-22T19:00:00,QLD1,104.00781,,,,7062.37,6922.99912,349.91088,209.66
2026-08-22T08:59:17.185Z,2026-08-22T19:00:00,SA1,155.9,,,,1696.11,1420.09569,102.20431,-164.1
2026-08-22T08:59:17.185Z,2026-08-22T19:00:00,TAS1,88.77544,,,,1219.54,1307.90134,337.84866,426.2
2026-08-22T08:59:17.185Z,2026-08-22T19:00:00,VIC1,99.09622,,,,6802.22,6387.99992,532.77008,162.73
2026-08-23T11:18:49.146Z,2026-08-23T21:20:00,NSW1,75.9425,FIRM,0,0,8568.28,7046.3658,649.1242,-854.63
2026-08-23T11:18:49.146Z,2026-08-23T21:20:00,QLD1,67.43474,FIRM,0,0,6646.35,5792.6972,1648.4328,817.13
2026-08-23T11:18:49.146Z,2026-08-23T21:20:00,SA1,67.44,FIRM,0,0,1547.82,537.04759,1159.79241,151.64
2026-08-23T11:18:49.146Z,2026-08-23T21:20:00,TAS1,68.71562,FIRM,0,0,1229.25,1296.59023,225.39977,292.75
2026-08-23T11:18:49.146Z,2026-08-23T21:20:00,VIC1,74.48,FIRM,0,0,6266.82,4824.84002,1078.22998,-345.99
2026-08-23T23:56:39.187Z,2026-08-24T10:00:00,NSW1,15.65688,FIRM,0,0,7472.42,3088.17653,4097.88347,-269.42
2026-08-23T23:56:39.187Z,2026-08-24T10:00:00,QLD1,14.12,FIRM,0,0,5940.85,3215.48608,3318.60392,609.14
2026-08-23T23:56:39.187Z,2026-08-24T10:00:00,SA1,23.42,FIRM,0,0,1879.91,124.00293,1132.93707,-594.1
2026-08-23T23:56:39.187Z,2026-08-24T10:00:00,TAS1,17.6336,FIRM,0,0,1131.36,478.89781,256.69219,-395.77
2026-08-23T23:56:39.187Z,2026-08-24T10:00:00,VIC1,16.69704,FIRM,0,0,5825.21,4259.99514,2277.06486,754.11
2026-08-24T01:51:45.789Z,2026-08-24T11:55:00,NSW1,20.02756,FIRM,0,0,7183.31,3081.00365,4237.79635,137.67
2026-08-24T01:51:45.789Z,2026-08-24T11:55:00,QLD1,19.99,FIRM,0,0,6159.96,3172.0881,3021.9219,34.02
2026-08-24T01:51:45.789Z,2026-08-24T11:55:00,SA1,30.96,FIRM,0,0,2020.85,73.49537,1352.85463,-561.77
2026-08-24T01:51:45.789Z,2026-08-24T11:55:00,TAS1,11.25724,FIRM,0,0,1034.05,379.59844,252.37156,-402.08
2026-08-24T01:51:45.789Z,2026-08-24T11:55:00,VIC1,10.65,FIRM,0,0,5699.15,3934.51517,2591.68483,870.09
2026-08-24T03:10:28.929Z,2026-08-24T13:10:00,NSW1,22.70775,FIRM,0,0,6821.88,2980.99588,3970.64412,130.73
2026-08-24T03:10:28.929Z,2026-08-24T13:10:00,QLD1,22.85,FIRM,0,0,5962.13,3171.98668,2768.11332,-22.01
2026-08-24T03:10:28.929Z,2026-08-24T13:10:00,SA1,52.66,FIRM,0,0,1916.07,42.99649,1278.57351,-564.13
2026-08-24T03:10:28.929Z,2026-08-24T13:10:00,TAS1,11.09801,FIRM,0,0,1042.03,459.99978,185.05022,-396.98
2026-08-24T03:10:28.929Z,2026-08-24T13:10:00,VIC1,10.5,FIRM,0,0,4950.52,3686.44156,2147.82844,922.1
2026-08-24T04:23:20.248Z,2026-08-24T14:25:00,NSW1,6.87682,FIRM,0,0,6245.6,3100.31367,3699.16633,569.56
2026-08-24T04:23:20.248Z,2026-08-24T14:25:00,QLD1,6.85,FIRM,0,0,6001.77,3327.64248,2708.11752,34
2026-08-24T04:23:20.248Z,2026-08-24T14:25:00,SA1,52,FIRM,0,0,2153.88,47.9988,1487.3812,-586.01
2026-08-24T04:23:20.248Z,2026-08-24T14:25:00,TAS1,33.3217,FIRM,0,0,1064.44,476.69513,173.73487,-414
2026-08-24T04:23:20.248Z,2026-08-24T14:25:00,VIC1,31.45,FIRM,0,0,5457.21,4134.00002,1767.83998,510.75
2026-08-24T05:20:32.919Z,2026-08-24T15:20:00,NSW1,0.01057,FIRM,0,0,6722.33,3773.18806,3031.48194,94.56
2026-08-24T05:20:32.919Z,2026-08-24T15:20:00,QLD1,0.01,FIRM,0,0,5787.6,3549.14629,2585.13371,351.13
2026-08-24T05:20:32.919Z,2026-08-24T15:20:00,SA1,137.77952,FIRM,0,0,1986.67,116.00054,1351.21946,-496.81
2026-08-24T05:20:32.919Z,2026-08-24T15:20:00,TAS1,116.55727,FIRM,0,0,1120.82,1030.91366,104.63634,14.73
2026-08-24T05:20:32.919Z,2026-08-24T15:20:00,VIC1,119.12112,FIRM,0,0,5428.93,4416.43813,1088.20187,112.56
2026-08-24T06:05:18.272Z,2026-08-24T16:05:00,NSW1,61.02,FIRM,0,0,7442.98,4507.60914,2510.95086,-407.88
2026-08-24T06:05:18.272Z,2026-08-24T16:05:00,QLD1,54.91124,FIRM,0,0,6148.92,4123.99663,2695.85337,687.73
2026-08-24T06:05:18.272Z,2026-08-24T16:05:00,SA1,78.59493,FIRM,0,0,1934.58,314.99713,1369.32287,-244.26
2026-08-24T06:05:18.272Z,2026-08-24T16:05:00,TAS1,66.28451,FIRM,0,0,1204.96,1473.80163,102.18837,371.03
2026-08-24T06:05:18.272Z,2026-08-24T16:05:00,VIC1,72.93,FIRM,0,0,5918.43,4884.60276,666.53724,-335.2
2026-08-24T07:40:01.659Z,2026-08-24T17:40:00,NSW1,112.76459,FIRM,0,0,8972.62,7831.8529,251.6371,-873.23
2026-08-24T07:40:01.659Z,2026-08-24T17:40:00,QLD1,100.49572,FIRM,0,0,7443.89,7323.55923,950.63077,850.63
2026-08-24T07:40:01.659Z,2026-08-24T17:40:00,SA1,129.71202,FIRM,0,0,2006.82,641.00262,1410.76738,44.81
2026-08-24T07:40:01.659Z,2026-08-24T17:40:00,TAS1,117.49037,FIRM,0,0,1382.6,1690.00467,57.22533,364.63
2026-08-24T07:40:01.659Z,2026-08-24T17:40:00,VIC1,129.46,FIRM,0,0,6963.98,6166.27795,446.95205,-330.61
2026-08-24T09:13:12.780Z,2026-08-24T19:15:00,NSW1,105.96151,FIRM,0,0,9126.74,7454.9155,601.4245,-1038.01
2026-08-24T09:13:12.780Z,2026-08-24T19:15:00,QLD1,89.73,FIRM,0,0,7442.31,7012.11777,1514.48223,1124.93
2026-08-24T09:13:12.780Z,2026-08-24T19:15:00,SA1,120.3,FIRM,0,0,2066.93,647.11299,1266.81701,-150.55
2026-08-24T09:13:12.780Z,2026-08-24T19:15:00,TAS1,103.21078,FIRM,0,0,1371.57,1718.89578,53.91422,401.24
2026-08-24T09:13:12.780Z,2026-08-24T19:15:00,VIC1,114.48,FIRM,0,0,7089.73,6228.03047,599.54953,-235.24
2026-08-24T10:03:06.210Z,2026-08-24T20:05:00,NSW1,97.63,FIRM,0,0,8872.97,6832.93824,816.89176,-1206.14
2026-08-24T10:03:06.210Z,2026-08-24T20:05:00,QLD1,87.74,FIRM,0,0,7246.39,6364.516,1637.874,772.72
2026-08-24T10:03:06.210Z,2026-08-24T20:05:00,SA1,93.95266,FIRM,0,0,2017.29,402.99767,1591.82233,-22.28
2026-08-24T10:03:06.210Z,2026-08-24T20:05:00,TAS1,82.51781,FIRM,0,0,1319.06,1707.89935,38.30065,427.14
2026-08-24T10:03:06.210Z,2026-08-24T20:05:00,VIC1,92.09151,FIRM,0,0,6797.04,5787.00373,1072.51627,95.92
2026-08-24T10:45:07.267Z,2026-08-24T20:45:00,NSW1,104.01135,FIRM,0,0,8651.89,6668.37378,968.34622,-979.69
2026-08-24T10:45:07.267Z,2026-08-24T20:45:00,QLD1,87.74,FIRM,0,0,7089.18,6469.02049,1715.61951,1139.45
2026-08-24T10:45:07.267Z,2026-08-24T20:45:00,SA1,104.82431,FIRM,0,0,1959.09,513.00392,1574.51608,128.57
2026-08-24T10:45:07.267Z,2026-08-24T20:45:00,TAS1,95.8663,FIRM,0,0,1288.46,1648.00398,49.95602,409.5
2026-08-24T10:45:07.267Z,2026-08-24T20:45:00,VIC1,106.58509,FIRM,0,0,6507.13,4967.00243,921.91757,-592.21
2026-08-24T11:12:18.197Z,2026-08-24T21:15:00,NSW1,113.4,FIRM,0,0,8575.04,6552.5557,1048.2543,-929.4
2026-08-24T11:12:18.197Z,2026-08-24T21:15:00,QLD1,93.73002,FIRM,0,0,7009.62,6485.06132,1710.34868,1239.63
2026-08-24T11:12:18.197Z,2026-08-24T21:15:00,SA1,132.06414,FIRM,0,0,1848.96,548.00074,1384.67926,83.78
2026-08-24T11:12:18.197Z,2026-08-24T21:15:00,TAS1,119.53815,FIRM,0,0,1269.73,1640.90253,49.35747,420.53
2026-08-24T11:12:18.197Z,2026-08-24T21:15:00,VIC1,133.30488,FIRM,0,0,6349.24,4696.99876,936.42124,-686.39
2026-08-24T11:42:29.055Z,2026-08-24T21:45:00,NSW1,109.29409,FIRM,0,0,8350.53,6376.84195,1089.28805,-853.03
2026-08-24T11:42:29.055Z,2026-08-24T21:45:00,QLD1,93.21,FIRM,0,0,6945.04,6256.89015,1711.92985,1062.13
2026-08-24T11:42:29.055Z,2026-08-24T21:45:00,SA1,52,FIRM,0,0,1884.41,452.00129,1569.22871,137.24
2026-08-24T11:42:29.055Z,2026-08-24T21:45:00,TAS1,101.73323,FIRM,0,0,1224.78,1590.00026,48.78974,414.01
2026-08-24T11:42:29.055Z,2026-08-24T21:45:00,VIC1,113.04685,FIRM,0,0,6177.81,4472.00288,1015.60712,-663.14
2026-08-24T12:00:47.733Z,2026-08-24T22:05:00,NSW1,71.4,FIRM,0,0,8097.59,6216.3551,1134.6349,-736.86
2026-08-24T12:00:47.733Z,2026-08-24T22:05:00,QLD1,65.4115,FIRM,0,0,6552.76,5438.56756,1721.17244,618.5
2026-08-24T12:00:47.733Z,2026-08-24T22:05:00,SA1,70.32026,FIRM,0,0,1807.46,267.99762,1556.12238,16.62
2026-08-24T12:00:47.733Z,2026-08-24T22:05:00,TAS1,64.62842,FIRM,0,0,1188.28,1435.79984,40.53016,288.05
2026-08-24T12:00:47.733Z,2026-08-24T22:05:00,VIC1,70.00144,FIRM,0,0,5825.96,4460.00366,1200.86634,-150.25
2026-08-24T12:56:47.660Z,2026-08-24T23:00:00,NSW1,74.00147,FIRM,0,0,7931.61,5697.33602,1270.76398,-946.08
2026-08-24T12:56:47.660Z,2026-08-24T23:00:00,QLD1,66.23279,FIRM,0,0,6241.33,5236.88399,1708.30601,722.25
2026-08-24T12:56:47.660Z,2026-08-24T23:00:00,SA1,70.55452,FIRM,0,0,1782.97,139.00493,1634.28507,-9.67
2026-08-24T12:56:47.660Z,2026-08-24T23:00:00,TAS1,64.93992,FIRM,0,0,1114.84,1372.80144,30.43856,288.4
2026-08-24T12:56:47.660Z,2026-08-24T23:00:00,VIC1,70.32,FIRM,0,0,5720.8,4187.82644,1513.89356,-0.48
