fetched_at,VERSION_DATETIME,INTERVAL_DATETIME,REGIONID,POWERMEAN,POWERPOE50,POWERPOELOW,POWERPOEHIGH,LASTCHANGED
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 06:30:00,QLD1,0,4.53,3.888,5.866,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 07:00:00,QLD1,141.918,131.367,79.436,189.08,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 07:30:00,QLD1,481.262,452.617,290.568,620.043,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 08:00:00,QLD1,941.705,894.824,594.693,1185.632,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 08:30:00,QLD1,1449.439,1395.27,957.837,1789.652,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 09:00:00,QLD1,1930.886,1883.346,1343.084,2360.566,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 09:30:00,QLD1,2401.229,2372.92,1776.95,2883.953,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 10:00:00,QLD1,2803.766,2794.4,2169.172,3323.887,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 10:30:00,QLD1,3172.633,3183.197,2533.811,3705.804,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 11:00:00,QLD1,3476.649,3497.613,2853.654,4017.496,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 11:30:00,QLD1,3699.585,3731.49,3096.825,4237.509,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 12:00:00,QLD1,3866.588,3882.214,3274.885,4337.997,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 12:30:00,QLD1,3968.946,3979.299,3391.457,4431.782,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 13:00:00,QLD1,3963.921,3969.587,3400.215,4412.43,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 13:30:00,QLD1,3849.087,3857.08,3310.938,4286.895,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 14:00:00,QLD1,3641.699,3644.966,3136.931,4059.979,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 14:30:00,QLD1,3324.7,3333.555,2864.098,3708.633,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 15:00:00,QLD1,2908.55,2917.86,2500.139,3239.091,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 15:30:00,QLD1,2398.768,2406.379,2070.11,2660.754,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 16:00:00,QLD1,1785.626,1789.953,1542.592,1991.78,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 16:30:00,QLD1,1129.658,1130.282,977.135,1260.753,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 17:00:00,QLD1,521.236,518.982,438.84,587.738,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 17:30:00,QLD1,114.813,110.013,85.467,134.253,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 18:00:00,QLD1,0,2.291,0,5.08,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 18:30:00,QLD1,0,0.256,0,0.466,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 19:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 19:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 20:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 20:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 21:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 21:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 22:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 22:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 23:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/26 23:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 00:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 00:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 01:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 01:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 02:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 02:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 03:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 03:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 04:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 04:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 05:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 05:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 06:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 06:30:00,QLD1,0,8.403,5.097,8.668,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 07:00:00,QLD1,229.853,227.311,175.686,269.248,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 07:30:00,QLD1,783.276,798.002,659.052,884.21,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 08:00:00,QLD1,1472.433,1499.317,1255.437,1637.06,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 08:30:00,QLD1,2189.025,2221.385,1878.06,2409.885,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 09:00:00,QLD1,2848.018,2882.418,2455.372,3107.769,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 09:30:00,QLD1,3390.414,3419.754,2921.458,3680.711,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 10:00:00,QLD1,3803.16,3831.326,3299.117,4120.454,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 10:30:00,QLD1,4073.923,4104.11,3529.722,4420.306,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 11:00:00,QLD1,4237.875,4283.219,3666.317,4603.758,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 11:30:00,QLD1,4304.788,4361.57,3749.286,4697.261,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 12:00:00,QLD1,4313.314,4369.153,3745.694,4724.53,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 12:30:00,QLD1,4262.645,4326.865,3707.69,4692.172,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 13:00:00,QLD1,4109.985,4184.341,3546.014,4556.825,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 13:30:00,QLD1,3884.577,3962.225,3319.271,4342.976,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 14:00:00,QLD1,3579.28,3651.958,3008.022,4036.086,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 14:30:00,QLD1,3179.764,3243.382,2613.357,3629.118,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 15:00:00,QLD1,2706.127,2742.971,2166.288,3129.931,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 15:30:00,QLD1,2173.33,2185.413,1686.116,2541.291,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 16:00:00,QLD1,1580.962,1561.201,1164.838,1862.577,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 16:30:00,QLD1,997.996,986.317,719.46,1179.088,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 17:00:00,QLD1,457.897,441.796,300.236,542.531,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 17:30:00,QLD1,102.709,92.691,59.551,121.212,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 18:00:00,QLD1,0,5.109,4.861,5.721,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 18:30:00,QLD1,0,0.699,0.604,0.774,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 19:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 19:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 20:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 20:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 21:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 21:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 22:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 22:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 23:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/27 23:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 00:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 00:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 01:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 01:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 02:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 02:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 03:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 03:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 04:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 04:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 05:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 05:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 06:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 06:30:00,QLD1,0,0,0,3.715,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 07:00:00,QLD1,202.202,183.146,126.804,257.618,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 07:30:00,QLD1,727.652,718.108,538.256,836.33,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 08:00:00,QLD1,1376.265,1373.11,1083.565,1547.036,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 08:30:00,QLD1,2051.814,2061.039,1652.68,2282.705,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 09:00:00,QLD1,2675.277,2696.166,2216.59,2959.044,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 09:30:00,QLD1,3201.309,3228.115,2696.668,3537.876,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 10:00:00,QLD1,3604.761,3634.112,3061.214,3977.82,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 10:30:00,QLD1,3908.838,3939.242,3333.965,4313.894,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 11:00:00,QLD1,4116.563,4146.311,3528.959,4544.476,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 11:30:00,QLD1,4233.367,4268.733,3631.887,4674.515,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 12:00:00,QLD1,4290.858,4334.257,3684.043,4739.497,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 12:30:00,QLD1,4274.259,4311.012,3655.904,4720.568,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 13:00:00,QLD1,4162.066,4206.848,3544.123,4599.034,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 13:30:00,QLD1,3951.883,3998.773,3346.261,4378.245,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 14:00:00,QLD1,3656.78,3699.66,3037.886,4070.72,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 14:30:00,QLD1,3264.395,3295.319,2634.266,3660.724,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 15:00:00,QLD1,2792.366,2817.361,2143.678,3178.343,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 15:30:00,QLD1,2252.833,2264.019,1657.871,2593.111,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 16:00:00,QLD1,1643.18,1647.498,1161.49,1929.427,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 16:30:00,QLD1,1023.74,1025.452,709.442,1221.829,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 17:00:00,QLD1,450.409,443.248,287.935,567.703,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 17:30:00,QLD1,76.421,65.616,41.835,104.494,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 18:00:00,QLD1,0,0,0,0.579,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 18:30:00,QLD1,0,0,0,0.006,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 19:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 19:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 20:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 20:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 21:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 21:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 22:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 22:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 23:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/28 23:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 00:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 00:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 01:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 01:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 02:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 02:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 03:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 03:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 04:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 04:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 05:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 05:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 06:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 06:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 07:00:00,QLD1,193.457,173.818,112.616,267.701,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 07:30:00,QLD1,706.639,693.282,472.505,859.975,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 08:00:00,QLD1,1337.154,1325.914,934.934,1580.293,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 08:30:00,QLD1,1997.414,1981.19,1455.982,2310.906,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 09:00:00,QLD1,2607.334,2581.342,1966.447,2940.12,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 09:30:00,QLD1,3137.883,3103.085,2457.624,3496.463,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 10:00:00,QLD1,3544.674,3503.45,2835.844,3931.809,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 10:30:00,QLD1,3847.29,3802.521,3102.797,4266.399,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 11:00:00,QLD1,4052.553,4007.544,3282.351,4511.87,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 11:30:00,QLD1,4167.075,4116.462,3372.774,4650.25,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 12:00:00,QLD1,4217.493,4157.8,3413.82,4705.269,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 12:30:00,QLD1,4189.698,4116.863,3397.304,4678.622,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 13:00:00,QLD1,4061.607,3991.785,3266.501,4548.975,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 13:30:00,QLD1,3857.255,3799.485,3066.538,4339.162,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 14:00:00,QLD1,3568.383,3529.188,2773.127,4060.277,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 14:30:00,QLD1,3182.875,3169.418,2448.697,3685.494,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 15:00:00,QLD1,2717.661,2714.898,2049.714,3189.101,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 15:30:00,QLD1,2185.834,2173.888,1599.986,2607.982,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 16:00:00,QLD1,1594.498,1571.348,1115.584,1934.819,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 16:30:00,QLD1,1000.551,977.145,685.242,1218.32,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 17:00:00,QLD1,449.588,431.089,291.096,573.037,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 17:30:00,QLD1,83.169,67.294,43.102,120.45,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 18:00:00,QLD1,0,2.043,0.086,9.173,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 18:30:00,QLD1,0,0.306,0.132,0.977,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 19:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 19:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 20:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 20:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 21:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 21:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 22:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 22:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 23:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/29 23:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/30 00:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/30 00:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/30 01:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/30 01:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/30 02:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/30 02:30:00,QLD1,0,0,0,0,2026/08/24 09:21:58
2026-08-23T23:40:54.662Z,2026/08/24 09:30:00,2026/08/30 03:00:00,QLD1,0,0,0,0,2026/08/24 09:21:58
